id;nombre;tipo;comuna;barrio;longitud_m;anio;turno;cantidadFrecuencia
10319;SARMIENTO;Ciclovías mano doble;1;San Nicolas;131.25;2024;mañana;85
15142;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;132.13;2024;mañana;45
12659;BOLIVAR;Ciclovías mano doble;1;Monserrat;129.52;2024;mañana;25
15936;CONSTITUCION;Ciclovías mano doble;3;San Cristobal;106.37;2024;mañana;0
16147;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;140.47;2024;mañana;172
12567;SANCHEZ DE LORIA;Ciclovías mano doble;3;Balvanera;93.78;2024;mañana;69
10438;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Gral. Mitre;140.26;2024;mañana;29
4228;CERETTI;Ciclovías mano doble;12;Villa Urquiza;101.12;2024;mañana;29
17653;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;85.12;2024;mañana;59
15168;COCHABAMBA;Ciclovías mano doble;1;San Telmo;130.48;2024;mañana;49
7531;JUNCAL;Ciclovías mano doble;2;Recoleta;26.36;2024;mañana;144
26540;UNANUE;Ciclovías mano única;8;Villa Lugano;101.58;2024;mañana;1
920;CUBA;Ciclovías mano doble;13;Nuñez;100.48;2024;mañana;9
15914;CONSTITUCION;Ciclovías mano doble;3;San Cristobal;84.01;2024;mañana;0
13447;CHILE;Ciclovías mano doble;1;Monserrat;35.36;2024;mañana;88
1754;IBERA;Ciclovías mano doble;12;Coghlan;93.12;2024;mañana;102
2735;MILLER;Ciclovías mano doble;12;Villa Urquiza;123.13;2024;mañana;47
12428;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;148.64;2024;mañana;39
19227;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;118.52;2024;mañana;0
7596;JUNCAL;Ciclovías mano doble;2;Recoleta;107.55;2024;mañana;144
12764;RINCON;Ciclovías mano doble;3;Balvanera;128.72;2024;mañana;0
17884;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;166.18;2024;mañana;37
748;MONROE;Ciclovías mano doble;13;Belgrano;123.78;2024;mañana;88
12354;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;160.86;2024;mañana;70
11132;CHIVILCOY;Ciclovías mano doble;11;Villa Devoto;104.45;2024;mañana;70
15101;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;130.35;2024;mañana;172
19638;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;120.75;2024;mañana;52
24457;RODO, JOSE E.;Ciclovías mano doble;9;Mataderos;126.93;2024;mañana;13
1287;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;117.13;2024;mañana;20
15130;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;139.65;2024;mañana;122
1590;IBERA;Ciclovías mano doble;13;Nuñez;105.96;2024;mañana;102
825;PINTO;Ciclovías mano doble;12;Saavedra;65.60;2024;mañana;16
10463;ECUADOR;Ciclovías mano doble;3;Balvanera;127.33;2024;mañana;86
20623;POLA;Ciclovías mano doble;9;Liniers;146.74;2024;mañana;39
2729;BLANCO ENCALADA;Ciclovías mano doble;13;Belgrano;107.57;2024;mañana;76
7729;ARENALES;Ciclovías mano doble;1;Retiro;143.25;2024;mañana;82
14276;DEAN FUNES;Ciclovías mano doble;3;Balvanera;81.23;2024;mañana;57
3557;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;159.93;2024;mañana;76
15234;CHIVILCOY;Ciclovías mano doble;10;Floresta;69.70;2024;mañana;70
14573;DEAN FUNES;Ciclovías mano doble;3;San Cristobal;124.87;2024;mañana;57
17397;COMBATE DE LOS POZOS;Ciclovías mano doble;4;Parque Patricios;129.94;2024;mañana;0
18003;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;134.24;2024;mañana;37
799;AMENABAR;Ciclovías mano doble;12;Saavedra;119.03;2024;mañana;76
10946;CHIVILCOY;Ciclovías mano doble;11;Villa Devoto;104.55;2024;mañana;70
9535;BOUCHARD;Ciclovías mano doble;1;San Nicolas;144.32;2024;mañana;45
15089;MENDEZ DE ANDES;Ciclovías mano doble;7;Flores;60.85;2024;mañana;108
11392;MONTEVIDEO;Ciclovías mano doble;1;San Nicolas;140.36;2024;mañana;165
7938;GORRITI;Ciclovías mano doble;14;Palermo;79.47;2024;mañana;110
16514;GRANADEROS;Ciclovías mano doble;7;Flores;138.10;2024;mañana;108
20820;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;127.16;2024;mañana;13
646;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;72.41;2024;mañana;28
8382;ALVAREZ, JULIAN;Ciclovías mano doble;15;Villa Crespo;123.69;2024;mañana;86
17108;RIGLOS;Ciclovías mano doble;7;Parque Chacabuco;149.55;2024;mañana;78
21109;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;92.30;2024;mañana;13
15774;VALLE;Ciclovías mano doble;6;Caballito;84.55;2024;mañana;78
14674;DOBLAS;Ciclovías mano doble;6;Caballito;121.95;2024;mañana;59
5224;GORRITI;Ciclovías mano doble;14;Palermo;129.55;2024;mañana;110
1786;IBERA;Ciclovías mano doble;12;Coghlan;67.41;2024;mañana;102
934;AMENABAR;Ciclovías mano doble;13;Nuñez;144.35;2024;mañana;76
21173;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;124.30;2024;mañana;8
12759;TACUARI;Ciclovías mano doble;1;Monserrat;128.23;2024;mañana;215
11547;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;97.21;2024;mañana;40
8555;ECUADOR;Ciclovías mano doble;2;Recoleta;97.18;2024;mañana;86
16893;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Villa Luro;64.13;2024;mañana;27
16568;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;113.75;2024;mañana;0
17195;MORON;Ciclovías mano doble;10;Velez Sarsfield;114.49;2024;mañana;55
9260;TUCUMAN;Ciclovías mano doble;3;Balvanera;158.42;2024;mañana;125
14358;TACUARI;Ciclovías mano doble;1;Constitucion;134.16;2024;mañana;215
7020;GORRITI;Ciclovías mano doble;14;Palermo;123.75;2024;mañana;110
14370;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;42.02;2024;mañana;122
7956;URIBURU JOSE E., PRES.;Ciclovías mano doble;2;Recoleta;112.65;2024;mañana;106
8787;OROÑO, NICASIO;Ciclovías mano doble;15;Paternal;122.71;2024;mañana;9
17852;HUGO, VICTOR;Ciclovías mano doble;10;Villa Luro;127.88;2024;mañana;25
23105;PATRON;Ciclovías mano doble;9;Liniers;67.18;2024;mañana;48
16107;PAVON;Ciclovías mano doble;1;Constitucion;136.47;2024;mañana;32
15224;GRANADEROS;Ciclovías mano doble;7;Flores;141.25;2024;mañana;108
1656;GOLFARINI, JUAN ANGEL, DR.;Ciclovías mano doble;13;Belgrano;127.07;2024;mañana;49
12540;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;55.93;2024;mañana;29
497;CUBA;Ciclovías mano doble;13;Nuñez;45.47;2024;mañana;9
17706;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;111.54;2024;mañana;23
9072;SUIPACHA;Ciclovías mano doble;1;San Nicolas;128.97;2024;mañana;214
2632;SUPERI;Ciclovías mano doble;13;Belgrano;126.06;2024;mañana;245
12264;AZOPARDO;Ciclovías mano doble;1;Monserrat;52.94;2024;mañana;0
10938;POTOSI;Ciclovías mano doble;5;Almagro;119.04;2024;mañana;118
1997;TRONADOR;Ciclovías mano doble;12;Coghlan;9.40;2024;mañana;5
3194;MOLDES;Ciclovías mano doble;13;Colegiales;93.85;2024;mañana;43
3948;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;104.71;2024;mañana;245
8305;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;135.55;2024;mañana;73
17328;TACUARI;Ciclovías mano doble;4;Barracas;68.65;2024;mañana;215
11226;BOLIVAR;Ciclovías mano doble;1;Monserrat;54.12;2024;mañana;25
6080;ROSETI;Ciclovías mano doble;15;Chacarita;211.78;2024;mañana;67
14133;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;134.04;2024;mañana;48
13681;CHILE;Ciclovías mano doble;3;Balvanera;144.77;2024;mañana;88
19547;USPALLATA;Ciclovías mano doble;4;Parque Patricios;133.96;2024;mañana;0
17579;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;134.12;2024;mañana;172
21378;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;47.53;2024;mañana;48
12167;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;101.60;2024;mañana;39
17016;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Villa Luro;63.31;2024;mañana;27
8539;OROÑO, NICASIO;Ciclovías mano doble;15;Paternal;150.05;2024;mañana;9
1995;PEDRAZA, MANUELA;Ciclovías mano doble;12;Coghlan;112.17;2024;mañana;28
22672;POLA;Ciclovías mano doble;9;Mataderos;72.50;2024;mañana;39
22824;PATRON;Ciclovías mano doble;9;Liniers;96.02;2024;mañana;48
24284;RODO, JOSE E.;Ciclovías mano doble;9;Mataderos;127.23;2024;mañana;13
2017;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;100.40;2024;mañana;78
9951;URIBURU JOSE E., PRES.;Ciclovías mano doble;3;Balvanera;122.70;2024;mañana;106
12697;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;100.59;2024;mañana;39
7830;ARENALES;Ciclovías mano doble;2;Recoleta;92.98;2024;mañana;82
14132;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;97.23;2024;mañana;172
12498;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;97.97;2024;mañana;45
6340;AZCUENAGA;Ciclovías mano doble;2;Recoleta;124.29;2024;mañana;116
13336;BOLIVAR;Ciclovías mano doble;1;Monserrat;130.46;2024;mañana;25
21054;PEDERNERA;Ciclovías mano doble;7;Flores;87.62;2024;mañana;8
18750;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;116.08;2024;mañana;37
15470;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;87.79;2024;mañana;27
14497;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;131.16;2024;mañana;122
8860;ALVAREZ, JULIAN;Ciclovías mano doble;15;Villa Crespo;125.00;2024;mañana;86
14625;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;52.45;2024;mañana;27
6570;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;95.59;2024;mañana;86
10312;TRES ARROYOS;Ciclovías mano doble;15;Villa Crespo;112.84;2024;mañana;145
7974;GORRITI;Ciclovías mano doble;14;Palermo;114.51;2024;mañana;110
11377;BOLIVAR;Ciclovías mano doble;1;Monserrat;57.20;2024;mañana;25
7823;ARENALES;Ciclovías mano doble;1;Retiro;135.18;2024;mañana;82
18678;FINOCHIETTO ENRIQUE DR.;Ciclovías mano única;4;Barracas;138.76;2024;mañana;0
8372;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;127.06;2024;mañana;73
17482;USPALLATA;Ciclovías mano doble;4;Barracas;100.63;2024;mañana;0
16582;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;72.47;2024;mañana;52
13630;BOLIVAR;Ciclovías mano doble;1;San Telmo;125.22;2024;mañana;25
14318;BOLIVAR;Ciclovías mano doble;1;San Telmo;122.33;2024;mañana;25
17092;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;87.44;2024;mañana;0
19142;USPALLATA;Ciclovías mano doble;4;Parque Patricios;98.01;2024;mañana;0
12337;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;126.38;2024;mañana;0
18603;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;153.46;2024;mañana;48
8187;ACUÑA DE FIGUEROA, FRANCISCO;Ciclovías mano doble;14;Palermo;119.87;2024;mañana;74
12378;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;124.86;2024;mañana;0
18029;BILBAO, FRANCISCO;Ciclovías mano doble;7;Flores;110.23;2024;mañana;3
9099;TUCUMAN;Ciclovías mano doble;5;Almagro;136.37;2024;mañana;125
16226;RIGLOS;Ciclovías mano doble;6;Caballito;60.68;2024;mañana;78
10174;ECUADOR;Ciclovías mano doble;3;Balvanera;141.91;2024;mañana;86
8392;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;122.42;2024;mañana;73
4044;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;104.93;2024;mañana;245
6072;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;75.26;2024;mañana;33
8611;URIBURU JOSE E., PRES.;Ciclovías mano doble;2;Recoleta;138.17;2024;mañana;106
2801;BLANCO ENCALADA;Ciclovías mano doble;13;Belgrano;104.29;2024;mañana;76
10587;TRES ARROYOS;Ciclovías mano doble;6;Caballito;51.62;2024;mañana;145
1840;SUPERI;Ciclovías mano doble;12;Coghlan;120.49;2024;mañana;245
17574;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;71.79;2024;mañana;0
20353;POLA;Ciclovías mano doble;9;Liniers;91.90;2024;mañana;39
4526;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;119.79;2024;mañana;76
17306;DEAN FUNES;Ciclovías mano doble;4;Parque Patricios;132.05;2024;mañana;57
18768;PICHEUTA;Ciclovías mano doble;7;Parque Chacabuco;84.82;2024;mañana;13
7247;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;10.59;2024;mañana;86
7402;AZCUENAGA;Ciclovías mano doble;2;Recoleta;124.57;2024;mañana;116
19451;RONDEAU;Ciclovías mano doble;5;Boedo;70.61;2024;mañana;0
12581;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;26.68;2024;mañana;39
15309;ESTADOS UNIDOS;Ciclovías mano doble;5;Boedo;127.93;2024;mañana;78
8888;BILLINGHURST;Ciclovías mano doble;5;Almagro;174.00;2024;mañana;0
21280;BALBASTRO;Ciclovías mano doble;7;Flores;185.82;2024;mañana;9
4841;FREIRE, RAMON, CAP. GRAL.;Ciclovías mano doble;13;Colegiales;146.02;2024;mañana;102
14126;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;121.09;2024;mañana;40
6828;MONTEVIDEO;Ciclovías mano doble;2;Recoleta;142.72;2024;mañana;165
33111;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;43.03;2024;mañana;13
13526;CEVALLOS, VIRREY;Ciclovías mano doble;1;Monserrat;129.32;2024;mañana;172
1893;AMENABAR;Ciclovías mano doble;13;Belgrano;100.75;2024;mañana;76
9334;TRES ARROYOS;Ciclovías mano doble;15;Villa Crespo;40.94;2024;mañana;145
9160;BOUCHARD;Ciclovías mano doble;1;San Nicolas;125.03;2024;mañana;45
26859;UNANUE;Ciclovías mano única;8;Villa Lugano;87.07;2024;mañana;1
22023;PRIMERA JUNTA;Ciclovías mano doble;9;Parque Avellaneda;151.19;2024;mañana;8
19463;USPALLATA;Ciclovías mano doble;4;Parque Patricios;136.51;2024;mañana;0
5615;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;119.91;2024;mañana;245
11133;TRES ARROYOS;Ciclovías mano doble;6;Caballito;116.99;2024;mañana;145
10828;SAN MARTIN;Ciclovías mano doble;1;San Nicolas;128.44;2024;mañana;89
17932;MORON;Ciclovías mano doble;10;Velez Sarsfield;72.39;2024;mañana;55
18907;RONDEAU;Ciclovías mano doble;4;Parque Patricios;161.20;2024;mañana;0
22989;PATRON;Ciclovías mano doble;9;Liniers;90.94;2024;mañana;48
4885;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;49.34;2024;mañana;15
12120;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;134.74;2024;mañana;0
12616;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;49.22;2024;mañana;29
9530;MONTEVIDEO;Ciclovías mano doble;1;San Nicolas;120.65;2024;mañana;165
1989;IBERA;Ciclovías mano doble;12;Coghlan;105.08;2024;mañana;102
29830;DORREGO;Ciclovías mano doble;14;Palermo;25.82;2024;mañana;28
10790;ECUADOR;Ciclovías mano doble;3;Balvanera;154.73;2024;mañana;86
15613;CHIVILCOY;Ciclovías mano doble;10;Floresta;136.37;2024;mañana;70
12417;DON BOSCO;Ciclovías mano doble;5;Almagro;125.34;2024;mañana;49
1225;IBERA;Ciclovías mano doble;13;Nuñez;95.64;2024;mañana;102
5887;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;79.05;2024;mañana;86
22198;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;294.77;2024;mañana;48
30052;LIMA;Ciclovías mano doble;1;Constitucion;65.59;2024;mañana;0
3822;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;140.01;2024;mañana;76
8960;URIBURU JOSE E., PRES.;Ciclovías mano doble;2;Recoleta;168.34;2024;mañana;106
17499;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Villa Luro;127.41;2024;mañana;27
15725;VALLE;Ciclovías mano doble;6;Caballito;136.97;2024;mañana;78
27100;UNANUE;Ciclovías mano única;8;Villa Lugano;103.76;2024;mañana;1
20864;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;76.36;2024;mañana;13
21243;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;50.44;2024;mañana;48
4531;MONROE;Ciclovías mano doble;12;Villa Urquiza;165.89;2024;mañana;88
18875;LAS CASAS;Ciclovías mano doble;5;Boedo;138.26;2024;mañana;0
8370;ECUADOR;Ciclovías mano doble;2;Recoleta;139.67;2024;mañana;86
7961;GORRITI;Ciclovías mano doble;14;Palermo;139.67;2024;mañana;110
7709;ARENALES;Ciclovías mano doble;1;Retiro;84.70;2024;mañana;82
7672;GALLO;Ciclovías mano doble;2;Recoleta;22.70;2024;mañana;0
12313;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Gral. Mitre;141.39;2024;mañana;48
2592;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;119.98;2024;mañana;28
8976;SAN MARTIN;Ciclovías mano doble;1;San Nicolas;129.48;2024;mañana;89
15598;DEAN FUNES;Ciclovías mano doble;3;San Cristobal;135.66;2024;mañana;57
6630;NUEVA YORK;Ciclovías mano doble;15;Agronomia;64.74;2024;mañana;5
3515;AMENABAR;Ciclovías mano doble;13;Colegiales;100.42;2024;mañana;76
2385;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;100.80;2024;mañana;28
1646;MILLER;Ciclovías mano doble;12;Saavedra;73.40;2024;mañana;47
17402;DEAN FUNES;Ciclovías mano doble;4;Parque Patricios;33.74;2024;mañana;57
13430;CHILE;Ciclovías mano única;1;Monserrat;135.43;2024;mañana;88
15903;CONSTITUCION;Ciclovías mano doble;3;San Cristobal;111.00;2024;mañana;0
20963;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;124.06;2024;mañana;8
5792;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;97.41;2024;mañana;86
9868;ALVAREZ, JULIAN;Ciclovías mano doble;15;Villa Crespo;146.57;2024;mañana;86
1553;MILLER;Ciclovías mano doble;12;Saavedra;45.33;2024;mañana;47
16915;MORON;Ciclovías mano doble;10;Velez Sarsfield;116.45;2024;mañana;55
21548;PRIMERA JUNTA;Ciclovías mano doble;9;Parque Avellaneda;112.33;2024;mañana;8
10273;URIBURU JOSE E., PRES.;Ciclovías mano doble;3;Balvanera;142.21;2024;mañana;106
2951;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;61.55;2024;mañana;28
7357;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;92.80;2024;mañana;86
8774;SUIPACHA;Ciclovías mano doble;1;Retiro;138.42;2024;mañana;214
15193;MORON;Ciclovías mano doble;7;Flores;138.03;2024;mañana;55
325;CUBA;Ciclovías mano doble;13;Nuñez;101.48;2024;mañana;9
4527;CERETTI;Ciclovías mano doble;12;Villa Urquiza;116.07;2024;mañana;29
1941;IBERA;Ciclovías mano doble;12;Coghlan;100.09;2024;mañana;102
7643;BILLINGHURST;Ciclovías mano doble;2;Recoleta;107.31;2024;mañana;0
11291;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Gral. Mitre;66.87;2024;mañana;29
17847;MORON;Ciclovías mano doble;10;Velez Sarsfield;175.40;2024;mañana;55
12037;BOLIVAR;Ciclovías mano doble;1;Monserrat;127.11;2024;mañana;25
11200;PELLEGRINI, CARLOS;Ciclovías mano doble;1;San Nicolas;124.26;2024;mañana;0
6189;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;124.48;2024;mañana;86
13348;SAN NICOLAS;Ciclovías mano doble;11;Villa Santa Rita;137.06;2024;mañana;13
587;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;100.01;2024;mañana;28
9316;HUMAHUACA;Ciclovías mano doble;5;Almagro;111.35;2024;mañana;202
22145;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;77.14;2024;mañana;13
12290;MISIONES;Ciclovías mano doble;3;Balvanera;130.52;2024;mañana;0
17692;COMBATE DE LOS POZOS;Ciclovías mano doble;4;Parque Patricios;114.74;2024;mañana;0
2382;MILLER;Ciclovías mano doble;12;Villa Urquiza;123.00;2024;mañana;47
12389;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;68.69;2024;mañana;29
16754;PAVON;Ciclovías mano doble;3;San Cristobal;157.33;2024;mañana;32
16601;BOLIVAR;Ciclovías mano doble;4;Barracas;112.49;2024;mañana;25
17752;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;129.06;2024;mañana;37
11307;CASTELLI;Ciclovías mano doble;3;Balvanera;126.73;2024;mañana;0
18238;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;109.80;2024;mañana;172
418;CUBA;Ciclovías mano doble;13;Nuñez;92.32;2024;mañana;9
4612;MONROE;Ciclovías mano doble;12;Villa Urquiza;76.65;2024;mañana;88
17760;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;146.49;2024;mañana;23
13842;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;137.07;2024;mañana;40
2827;AMENABAR;Ciclovías mano doble;13;Belgrano;102.30;2024;mañana;76
1098;MILLER;Ciclovías mano doble;12;Saavedra;100.52;2024;mañana;47
8006;BILLINGHURST;Ciclovías mano doble;2;Recoleta;100.80;2024;mañana;0
19658;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;146.85;2024;mañana;59
4509;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;117.48;2024;mañana;15
13531;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;143.61;2024;mañana;108
12289;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;102.04;2024;mañana;0
2393;ECHEVERRIA;Ciclovías mano doble;13;Belgrano;100.70;2024;mañana;78
24107;POLA;Ciclovías mano doble;9;Mataderos;125.80;2024;mañana;39
7661;JUNCAL;Ciclovías mano doble;2;Recoleta;115.82;2024;mañana;144
27633;CUBA;Ciclovías mano doble;13;Nuñez;22.66;2024;mañana;9
11374;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Gral. Mitre;67.52;2024;mañana;29
9871;ACUÑA DE FIGUEROA, FRANCISCO;Ciclovías mano doble;5;Almagro;141.24;2024;mañana;74
15629;BOLIVAR;Ciclovías mano doble;1;San Telmo;131.67;2024;mañana;25
7678;JUNCAL;Ciclovías mano doble;2;Recoleta;85.75;2024;mañana;144
17849;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Versalles;102.56;2024;mañana;27
16629;MORON;Ciclovías mano doble;10;Floresta;117.99;2024;mañana;55
3335;MOLDES;Ciclovías mano doble;13;Colegiales;94.82;2024;mañana;43
9627;TUCUMAN;Ciclovías mano doble;3;Balvanera;131.84;2024;mañana;125
7049;MONTEVIDEO;Ciclovías mano doble;2;Recoleta;141.91;2024;mañana;165
1551;SUPERI;Ciclovías mano doble;12;Coghlan;99.00;2024;mañana;245
12164;PASCO;Ciclovías mano doble;3;Balvanera;132.11;2024;mañana;153
2066;AMENABAR;Ciclovías mano doble;13;Belgrano;127.08;2024;mañana;76
16455;MORON;Ciclovías mano doble;10;Floresta;132.22;2024;mañana;55
13723;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;116.42;2024;mañana;27
14368;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;38.80;2024;mañana;122
8358;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;136.49;2024;mañana;73
18809;LAS CASAS;Ciclovías mano doble;5;Boedo;104.85;2024;mañana;0
4416;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;97.95;2024;mañana;15
15238;CALVO, CARLOS;Ciclovías mano doble;5;Boedo;27.50;2024;mañana;122
14452;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;139.66;2024;mañana;122
28001;ALVAREZ, JULIAN;Ciclovías mano doble;15;Villa Crespo;8.78;2024;mañana;86
16858;PAVON;Ciclovías mano doble;3;San Cristobal;143.66;2024;mañana;32
13985;RINCON;Ciclovías mano doble;3;Balvanera;131.50;2024;mañana;0
13372;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;85.84;2024;mañana;108
7398;MONTEVIDEO;Ciclovías mano doble;2;Recoleta;134.08;2024;mañana;165
10933;POTOSI;Ciclovías mano doble;5;Almagro;78.34;2024;mañana;118
7850;GORRITI;Ciclovías mano doble;14;Palermo;102.61;2024;mañana;110
4932;GUATEMALA;Ciclovías mano doble;14;Palermo;117.01;2024;mañana;86
14893;MENDEZ DE ANDES;Ciclovías mano doble;7;Flores;96.70;2024;mañana;108
18188;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;27.28;2024;mañana;23
21370;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;46.59;2024;mañana;13
15959;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;166.50;2024;mañana;27
1433;MILLER;Ciclovías mano doble;12;Saavedra;49.77;2024;mañana;47
764;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;46.23;2024;mañana;28
32876;CAMPOS SALLES;Ciclovías mano doble;13;Nuñez;677.10;2024;mañana;4
11744;CHIVILCOY;Ciclovías mano doble;11;Villa Devoto;117.86;2024;mañana;70
9473;ECUADOR;Ciclovías mano doble;3;Balvanera;105.07;2024;mañana;86
8366;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;42.48;2024;mañana;73
15590;LINIERS VIRREY;Ciclovías mano doble;5;Boedo;97.14;2024;mañana;0
19245;BONIFACIO, JOSE;Ciclovías mano doble;10;Floresta;100.92;2024;mañana;37
11635;CASTELLI;Ciclovías mano doble;3;Balvanera;141.98;2024;mañana;0
8701;ALVAREZ, JULIAN;Ciclovías mano doble;15;Villa Crespo;125.15;2024;mañana;86
14395;DOBLAS;Ciclovías mano única;6;Caballito;128.32;2024;mañana;59
6448;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;158.55;2024;mañana;86
4669;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;134.06;2024;mañana;245
1238;CUBA;Ciclovías mano doble;13;Nuñez;137.56;2024;mañana;9
12247;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;113.54;2024;mañana;0
21595;PATRON;Ciclovías mano doble;9;Liniers;117.61;2024;mañana;48
